translation,language,book,verses,truncated,chrF3,chrF3+,chrF3++,spBLEU,BLEU,copy_chrF3,copy_chrF3+,copy_chrF3++,copy_spBLEU,copy_BLEU,other_chrF3,other_lang
nde,nde,JER,1364,0,35.67,34.7,31.2,8.58,4.72,19.34,18.7,16.37,1.89,0.32,21.05,nya
nde,nde,JOB,1070,0,34.1,33.53,30.24,5.72,3.71,16.46,16.44,14.39,0.59,0.1,18.64,nya
nde,nde,JOL,73,0,36.41,35.48,31.99,9.31,5.83,17.55,17.47,15.29,0.69,0.39,20.53,nya
nde,nde,JON,48,0,35.0,34.15,30.88,10.19,5.54,17.72,17.29,15.13,1.48,0.72,19.68,nya
nde,nde,JOS,658,0,33.12,32.05,28.63,7.6,2.82,20.23,19.49,17.1,2.12,0.24,21.3,nya
nde,nde,LAM,154,0,33.68,33.04,29.6,5.78,2.56,16.9,17.03,14.9,0.48,0.23,19.23,nya
nde,nde,LEV,859,0,33.01,31.8,28.41,6.68,2.61,17.47,16.71,14.62,0.86,0.25,19.23,nya
nde,nde,MAL,55,0,34.96,34.44,31.19,11.18,5.81,17.89,17.41,15.24,1.88,0.77,20.79,nya
nde,nde,MIC,105,0,37.12,36.13,32.6,9.07,4.26,18.17,17.98,15.73,0.77,0.28,20.95,nya
nde,nde,MRK,678,0,56.15,55.35,51.77,33.23,23.68,18.37,17.87,15.64,2.33,0.63,19.79,nya
nde,nde,NAM,47,0,30.52,30.08,26.99,5.87,2.83,17.75,17.8,15.58,0.73,0.43,19.84,nya
nde,nde,NEH,405,0,34.79,33.76,30.2,7.46,3.11,20.74,20.21,17.7,2.03,0.51,22.05,nya
nde,nde,NUM,1288,0,34.13,32.85,29.36,8.4,3.11,19.28,18.46,16.15,1.83,0.24,19.92,nya
nde,nde,OBA,21,0,36.34,35.82,32.28,9.41,4.26,18.04,17.82,15.59,0.94,0.58,21.36,nya
nde,nde,PRO,915,0,33.51,33.03,29.79,5.21,3.29,16.01,16.09,14.08,0.21,0.12,17.8,nya
nde,nde,PSA,2460,0,36.77,36.17,32.66,7.93,4.66,16.06,16.33,14.29,0.57,0.15,18.15,nya
nde,nde,RUT,85,0,32.05,31.27,28.07,8.45,3.31,19.75,19.12,16.73,2.24,0.63,21.87,nya
nde,nde,SNG,117,0,29.91,29.1,25.85,3.92,1.3,18.6,18.49,16.19,1.25,0.2,20.92,nya
nde,nde,ZEC,211,0,37.23,36.21,32.67,11.83,6.35,18.45,17.84,15.61,2.18,0.57,20.72,nya
nde,nde,ZEP,53,0,36.82,35.85,32.23,8.79,4.55,17.45,17.38,15.21,0.99,0.41,20.65,nya
nde,nde,[epistles],274,0,43.72,42.91,39.22,13.91,9.67,17.55,17.26,15.12,0.86,0.3,20.03,nya
nde,nde,[OT],23142,0,35.08,34.07,30.6,8.52,4.05,18.79,18.21,15.94,1.66,0.28,20.44,nya
nya,nya,1CH,942,0,35.6,35.92,32.83,8.84,6.72,27.01,25.5,22.54,3.48,1.6,27.01,sna
nya,nya,1KI,816,0,37.13,36.94,33.73,11.14,7.51,24.48,22.82,20.03,2.24,0.42,24.48,sna
nya,nya,1PE,105,0,44.55,44.5,41.17,16.1,12.61,20.67,19.73,17.32,0.51,0.25,20.67,sna
nya,nya,1SA,810,0,35.95,35.57,32.32,10.32,6.6,24.11,22.4,19.64,2.35,0.32,24.11,sna
nya,nya,2CH,822,0,37.48,37.36,34.13,10.22,7.47,23.93,22.07,19.36,1.42,0.38,23.93,sna
nya,nya,2KI,719,0,36.62,36.45,33.3,11.34,7.16,24.88,23.1,20.27,2.49,0.61,24.88,sna
nya,nya,2PE,61,0,44.42,44.25,40.93,16.16,13.76,21.76,20.43,17.93,0.95,0.5,21.76,sna
nya,nya,2SA,695,0,37.47,37.35,34.19,11.85,8.07,25.03,23.34,20.49,3.0,0.39,25.03,sna
nya,nya,AMO,146,0,37.46,37.14,33.81,11.94,8.24,22.76,21.43,18.8,1.99,0.48,22.76,sna
nya,nya,DAN,357,0,35.81,35.52,32.21,8.58,5.83,22.6,21.27,18.65,1.42,0.22,22.6,sna
nya,nya,DEU,959,0,37.94,37.73,34.35,9.34,6.32,22.88,21.37,18.74,1.41,0.61,22.88,sna
nya,nya,ECC,222,0,37.12,36.84,33.51,8.04,6.93,20.86,19.95,17.48,0.83,0.16,20.86,sna
nya,nya,EST,167,0,33.58,33.12,29.94,7.53,5.19,23.93,22.17,19.46,1.51,0.36,23.93,sna
nya,nya,EXO,1213,0,36.78,36.57,33.43,11.73,8.36,22.15,20.66,18.12,1.63,0.28,22.15,sna
nya,nya,EZK,1273,0,33.93,33.43,30.3,8.08,5.61,22.01,20.54,18.02,1.84,0.35,22.01,sna
nya,nya,EZR,280,0,33.46,33.33,30.29,7.1,5.84,23.75,22.09,19.36,1.22,0.25,23.75,sna
nya,nya,GEN,1533,0,38.96,38.81,35.54,12.96,9.0,24.45,22.95,20.19,2.83,1.05,24.45,sna
nya,nya,HAB,56,0,33.6,33.16,29.81,6.47,3.8,21.2,20.4,17.88,0.88,0.56,21.2,sna
nya,nya,HAG,38,0,39.63,39.3,35.9,15.52,7.89,25.01,23.72,20.86,3.75,1.12,25.01,sna
nya,nya,HOS,197,0,37.82,37.57,34.17,9.9,6.2,22.14,21.07,18.49,1.28,0.28,22.14,sna
nya,nya,ISA,1291,0,35.16,34.85,31.59,8.4,5.53,21.29,20.22,17.73,1.18,0.19,21.29,sna
