translation,language,book,verses,truncated,chrF3,chrF3+,chrF3++,spBLEU,BLEU,copy_chrF3,copy_chrF3+,copy_chrF3++,copy_spBLEU,copy_BLEU,other_chrF3,other_lang
gofe,gof,1PE,103,0,34.95,35.74,33.62,35.32,13.42,12.09,11.65,10.31,7.31,0.32,15.39,oyd
gofe,gof,2PE,61,0,32.77,33.77,31.84,34.05,12.22,13.06,13.04,11.61,8.24,1.06,14.88,oyd
gofe,gof,GEN,249,0,45.19,46.13,44.06,47.53,23.75,14.99,15.18,13.65,12.22,0.9,14.99,gmv
gofe,gof,JAS,107,0,34.12,35.0,32.92,34.73,13.04,11.56,11.6,10.31,8.01,0.3,14.52,oyd
gofe,gof,MRK,673,0,43.04,43.69,41.47,45.37,20.88,10.6,10.12,8.94,7.53,0.34,14.28,oyd
gofe,gof,[epistles],271,0,34.12,34.99,32.93,34.81,13.07,12.14,11.98,10.64,7.79,0.53,14.95,oyd
